Input | IR Sensor Values               | Predicted            | Actual              
1234  | [  0,  2,215,746,  0,  0,  0]  | [e3]                 | [e3]                
1235  | [0,0,1,0,0,0,0]                | [a2]                 | [a1,a2]             
1236  | [0,0,1,2,0,0,0]                | [b1]                 | [b1,b2]             
1237  | [0,1,0,0,2,0,0]                | [s1]                 | [a2]                
1238  | [  0,  3,217,747,  1,  1,  0]  | [e3]                 | [e3]                
1239  | [  0,  0,  0,  2,222,  5,  0]  | [f3]                 | [f3]                
1240  | [ 0, 0,19,35, 1, 0, 2]         | [e2]                 | [e2,e3]             
1241  | [0,0,0,0,0,0,0]                | [a1]                 | [b1,b2]             
1242  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
1243  | [0,0,0,0,0,0,0]                | [a1]                 | [b2]                
1244  | [0,0,0,2,0,0,0]                | [b1]                 | [b2]                
1245  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b2]                
1246  | [  0,  3,218,751,  2,  0,  0]  | [e3]                 | [e3]                
1247  | [ 0, 0, 5, 1,16, 4, 1]         | [f2]                 | [f2]                
1248  | [  0,  0, 84,107, 61, 14,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1249  | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1250  | [0,1,0,2,0,0,0]                | [b1]                 | [a1,a2,b1,b2]       
1251  | [  0,  0,  0,  1,222,  4,  0]  | [f3]                 | [f3]                
1252  | [0,0,0,0,1,0,0]                | [a1]                 | [s1]                
1253  | [ 0, 0, 4, 4,15,10, 0]         | [f2]                 | [f2]                
1254  | [0,0,0,1,0,0,0]                | [b1,b2]              | [a2]                
1255  | [0,0,0,0,1,0,0]                | [a1]                 | [r2]                
1256  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [s2]                
1257  | [  0,  0,  0,  0,227,  3,  0]  | [f3]                 | [f3]                
1258  | [  0,  0,  0,  0,228,  0,  0]  | [f3]                 | [f3]                
1259  | [  0,  1,218,747,  2,  0,  0]  | [e3]                 | [e3]                
1260  | [0,1,0,2,1,0,0]                | [b1]                 | [r1,r2]             
1261  | [ 0, 0, 3, 1,16,10, 0]         | [f2]                 | [f2]                
1262  | [0,0,0,0,0,0,0]                | [a1]                 | [r2]                
1263  | [0,0,0,0,1,0,0]                | [a1]                 | [b1,b2]             
1264  | [0,0,1,0,0,0,0]                | [a2]                 | [b1,b2]             
1265  | [1,0,0,0,4,0,0]                | [r1,r2,s1,s2]        | [s1,s2]             
1266  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [s2]                
1267  | [0,0,0,1,1,0,0]                | [b1,b2]              | [r1]                
1268  | [ 0, 0,19, 8, 1, 0, 0]         | [e2]                 | [e2]                
1269  | [0,0,0,0,2,0,0]                | [s1]                 | [b1]                
1270  | [0,0,0,0,2,0,0]                | [s1]                 | [a1,a2,b1,b2]       
1271  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [b1]                
1272  | [  1,  2,218,747,  1,  0,  0]  | [e3]                 | [e3]                
1273  | [0,2,0,1,3,1,1]                | [r1,r2,s1,s2]        | [a2]                
1274  | [  0,  0,219,748,  1,  0,  0]  | [e3]                 | [e3]                
1275  | [0,0,0,2,1,0,0]                | [b1]                 | [a1]                
1276  | [ 0, 0,17,36, 2, 0, 0]         | [e2]                 | [e2,e3]             
1277  | [0,0,0,0,1,0,1]                | [a1]                 | [s1]                
1278  | [  0,  2,216,749,  0,  0,  0]  | [e3]                 | [e3]                
1279  | [ 0, 0, 2, 2,14, 6, 0]         | [f2]                 | [f2]                
1280  | [0,0,0,1,0,0,0]                | [b1,b2]              | [s1,s2]             
1281  | [  0,  0,  3,  0,228,  1,  1]  | [f3]                 | [f3]                
1282  | [  0,  0,221,745,  3,  0,  1]  | [e3]                 | [e3]                
1283  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1284  | [0,0,0,0,2,0,0]                | [s1]                 | [r1,r2]             
1285  | [0,1,0,0,0,1,0]                | [r1,r2,s1,s2]        | [r1,r2]             
1286  | [0,0,0,0,2,0,0]                | [s1]                 | [s2]                
1287  | [0,0,0,0,1,0,0]                | [a1]                 | [s1]                
1288  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1289  | [  0,  0, 83,108, 62, 16,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1290  | [  0,  1,217,748,  2,  1,  0]  | [e3]                 | [e3]                
1291  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1292  | [0,0,0,1,0,0,0]                | [b1,b2]              | [a1,a2]             
1293  | [0,1,0,0,0,0,0]                | [b2]                 | [r1,r2,s1,s2]       
1294  | [0,0,0,0,2,0,0]                | [s1]                 | [a1,a2]             
1295  | [ 0, 0,15,33, 0, 0, 0]         | [e2]                 | [e2,e3]             
1296  | [0,0,0,0,1,0,0]                | [a1]                 | [b2]                
1297  | [0,0,0,2,0,0,0]                | [b1]                 | [a1,a2]             
1298  | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
1299  | [0,0,0,0,4,0,1]                | [r1,r2,s1,s2]        | [s2]                
1300  | [ 1, 0,20, 2, 3, 0, 0]         | [e2]                 | [e2]                
1301  | [0,1,0,4,1,1,0]                | [b1]                 | [a2]                
1302  | [0,0,0,3,0,0,0]                | [b1]                 | [b1]                
1303  | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1304  | [0,0,0,2,1,0,0]                | [b1]                 | [s1,s2]             
1305  | [0,1,0,3,0,1,0]                | [b1]                 | [b1]                
1306  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
1307  | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
1308  | [ 0, 0, 1, 3,31, 2, 0]         | [f2,f3]              | [f2,f3]             
1309  | [  0,  0,  0,  1,222,  4,  0]  | [f3]                 | [f3]                
1310  | [0,0,0,0,2,0,0]                | [s1]                 | [a1]                
1311  | [0,0,0,0,2,0,0]                | [s1]                 | [b1,b2]             
1312  | [0,1,0,0,0,0,0]                | [b2]                 | [r1,r2]             
1313  | [0,0,0,1,1,0,0]                | [b1,b2]              | [a1,a2,b1,b2]       
1314  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [r1]                
1315  | [0,1,0,0,2,0,0]                | [s1]                 | [b1]                
1316  | [  2,  0, 85,109, 63, 17,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1317  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b2]                
1318  | [0,1,0,0,1,0,0]                | [b2]                 | [b2]                
1319  | [ 0, 1,18, 7, 2, 0, 0]         | [e2]                 | [e2]                
1320  | [0,0,0,2,1,0,0]                | [b1]                 | [a2]                
1321  | [ 0, 0,18,33, 0, 0, 0]         | [e2]                 | [e2,e3]             
1322  | [0,1,0,2,3,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
1323  | [ 0, 0,15, 6, 0, 0, 0]         | [e2]                 | [e2]                
1324  | [0,3,0,4,1,1,0]                | [b1]                 | [a2]                
1325  | [ 1, 0,21, 1, 3, 0, 0]         | [e2]                 | [e2]                
1326  | [0,0,0,0,0,0,0]                | [a1]                 | [r2]                
1327  | [0,1,0,3,1,1,0]                | [b1]                 | [s1,s2]             
1328  | [0,1,0,1,2,0,0]                | [r1,r2,s1,s2]        | [r2]                
1329  | [1,0,0,0,4,0,1]                | [r1,r2,s1,s2]        | [s1,s2]             
1330  | [ 0, 0,14,35, 0, 0, 0]         | [e2]                 | [e2,e3]             
1331  | [0,1,0,1,1,0,0]                | [b2]                 | [b1]                
1332  | [0,0,0,2,1,0,0]                | [b1]                 | [r1,r2]             
1333  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
1334  | [ 0, 0, 0, 5,29, 5, 0]         | [f2,f3]              | [f2,f3]             
1335  | [  1,  0,218,746,  2,  0,  0]  | [e3]                 | [e3]                
1336  | [2,1,1,1,3,0,2]                | [s2]                 | [a2]                
1337  | [ 0, 0, 0, 6,11, 8, 0]         | [f2]                 | [f2]                
1338  | [  0,  1,218,748,  2,  0,  0]  | [e3]                 | [e3]                
1339  | [0,0,0,1,1,0,0]                | [b1,b2]              | [a1,a2]             
1340  | [  0,  2,218,747,  3,  1,  1]  | [e3]                 | [e3]                
1341  | [0,0,0,3,0,0,0]                | [b1]                 | [b1]                
1342  | [0,1,0,0,0,0,0]                | [b2]                 | [b2]                
1343  | [0,0,0,1,0,0,0]                | [b1,b2]              | [r1,r2,s1,s2]       
1344  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
1345  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
1346  | [0,0,0,1,0,0,0]                | [b1,b2]              | [a1,a2,b1,b2]       
1347  | [  0,  0, 81,107, 56, 16,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1348  | [0,0,0,0,1,0,0]                | [a1]                 | [r1]                
1349  | [0,0,0,0,0,0,0]                | [a1]                 | [b1]                
1350  | [0,0,0,1,0,0,0]                | [b1,b2]              | [r2]                
1351  | [  0,  0, 84,109, 62, 17,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1352  | [0,0,0,0,0,0,0]                | [a1]                 | [a2]                
1353  | [ 0, 1,15,33, 0, 0, 0]         | [e2]                 | [e2,e3]             
1354  | [ 0, 0,15,34, 0, 0, 0]         | [e2]                 | [e2,e3]             
1355  | [0,0,0,0,2,0,0]                | [s1]                 | [s2]                
1356  | [0,0,0,1,1,0,0]                | [b1,b2]              | [s1]                
1357  | [0,0,0,0,2,0,0]                | [s1]                 | [r1,r2,s1,s2]       
1358  | [  0,  2,219,748,  2,  0,  0]  | [e3]                 | [e3]                
1359  | [  0,  2,218,748,  3,  1,  0]  | [e3]                 | [e3]                
1360  | [  0,  0,  0,  0,223,  5,  0]  | [f3]                 | [f3]                
1361  | [0,0,0,0,2,0,0]                | [s1]                 | [a1]                
1362  | [0,1,0,1,1,0,0]                | [b2]                 | [a1,a2,b1,b2]       
1363  | [0,0,0,0,0,0,0]                | [a1]                 | [s2]                
1364  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
1365  | [ 1, 0,19, 3, 1, 0, 1]         | [e2]                 | [e2]                
1366  | [0,0,0,0,0,0,0]                | [a1]                 | [s2]                
1367  | [0,0,0,0,1,0,0]                | [a1]                 | [a2]                
1368  | [ 0, 1,13, 7, 0, 0, 0]         | [e2]                 | [e2]                
1369  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [b1]                
1370  | [0,0,0,0,3,0,1]                | [r1,r2,s1,s2]        | [r1,r2]             
1371  | [ 0, 0, 2, 5,14, 8, 0]         | [f2]                 | [f2]                
1372  | [0,0,0,0,1,0,0]                | [a1]                 | [b1,b2]             
1373  | [  0,  0,  0,  0,227,  4,  0]  | [f3]                 | [f3]                
1374  | [0,0,2,0,4,0,0]                | [r1,r2,s1,s2]        | [r2]                
1375  | [  0,  0, 85,105, 61, 14,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1376  | [  0,  1,216,748,  2,  0,  0]  | [e3]                 | [e3]                
1377  | [  0,  1,217,748,  2,  2,  0]  | [e3]                 | [e3]                
1378  | [0,0,0,0,0,0,0]                | [a1]                 | [r1,r2,s1,s2]       
1379  | [ 0, 0,19, 4, 3, 0, 0]         | [e2]                 | [e2]                
1380  | [  0,  0,  0,  0,228,  3,  0]  | [f3]                 | [f3]                
1381  | [ 0, 0,19, 4, 2, 0, 0]         | [e2]                 | [e2]                
1382  | [0,0,0,0,0,0,0]                | [a1]                 | [a2]                
1383  | [ 0, 0,14,34, 0, 0, 0]         | [e2]                 | [e2,e3]             
1384  | [  0,  1, 82,107, 60, 16,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1385  | [0,1,2,1,3,0,2]                | [s2]                 | [a2]                
1386  | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
1387  | [ 0, 0,19, 4, 2, 0, 0]         | [e2]                 | [e2]                
1388  | [ 0, 0,17, 8, 1, 0, 0]         | [e2]                 | [e2]                
1389  | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
1390  | [0,0,0,2,3,1,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
1391  | [ 0, 0,14, 9, 0, 0, 0]         | [e2]                 | [e2]                
1392  | [0,2,0,1,0,0,0]                | [b2]                 | [b1]                
1393  | [ 0, 0, 1, 1,31, 0, 0]         | [f2,f3]              | [f2,f3]             
1394  | [0,0,0,3,0,0,0]                | [b1]                 | [b2]                
1395  | [0,0,0,0,1,0,0]                | [a1]                 | [s1]                
1396  | [0,0,0,1,1,1,0]                | [r1,r2,s1,s2]        | [r1]                
1397  | [ 0, 0, 4, 2,15, 6, 0]         | [f2]                 | [f2]                
1398  | [ 0, 0, 3, 4,15, 9, 0]         | [f2]                 | [f2]                
1399  | [0,1,0,1,2,0,0]                | [r1,r2,s1,s2]        | [r1,r2]             
1400  | [ 0, 0,20,30, 1, 0, 0]         | [e2]                 | [e2,e3]             
1401  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [s1]                
1402  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1403  | [0,0,0,3,2,1,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
1404  | [ 0, 0,16,34, 0, 0, 0]         | [e2]                 | [e2,e3]             
1405  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b1]                
1406  | [ 0, 0, 3, 3,16, 5, 0]         | [f2]                 | [f2]                
1407  | [ 0, 0,14,35, 0, 0, 0]         | [e2]                 | [e2,e3]             
1408  | [0,0,0,1,0,0,0]                | [b1,b2]              | [s2]                
1409  | [0,1,0,2,0,0,0]                | [b1]                 | [b1]                
1410  | [1,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r1,r2]             
1411  | [ 0, 0,20, 2, 2, 0, 1]         | [e2]                 | [e2]                
1412  | [0,0,0,2,1,0,0]                | [b1]                 | [s2]                
1413  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [r2]                
1414  | [ 0, 0,19,31, 4, 0, 0]         | [e2]                 | [e2,e3]             
1415  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
1416  | [0,0,0,0,1,0,0]                | [a1]                 | [s1]                
1417  | [ 0, 0, 0, 3,27, 2, 0]         | [f2,f3]              | [f2,f3]             
1418  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [b2]                
1419  | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1420  | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
1421  | [0,0,0,0,0,0,0]                | [a1]                 | [s2]                
1422  | [0,0,0,0,2,0,0]                | [s1]                 | [a1,a2]             
1423  | [  0,  0,  0,  1,221,  5,  0]  | [f3]                 | [f3]                
1424  | [ 0, 0, 2, 6,32, 4, 0]         | [f2,f3]              | [f2,f3]             
1425  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b1]                
1426  | [  0,  0, 84,105, 63, 15,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1427  | [ 1, 0,19,31, 3, 0, 0]         | [e2]                 | [e2,e3]             
1428  | [0,4,0,1,1,1,0]                | [r1,r2,s1,s2]        | [a2]                
1429  | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
1430  | [3,0,2,1,3,0,2]                | [r1,r2,s1,s2]        | [a2]                
1431  | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
1432  | [0,2,0,3,0,0,1]                | [b1]                 | [b2]                
1433  | [ 0, 0,18,34, 0, 0, 0]         | [e2]                 | [e2,e3]             
1434  | [0,0,0,1,0,0,0]                | [b1,b2]              | [a1]                
1435  | [0,0,0,0,2,0,0]                | [s1]                 | [s1]                
1436  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1437  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [b1,b2]             
1438  | [0,0,0,0,1,0,0]                | [a1]                 | [a2]                
1439  | [1,0,1,0,2,0,0]                | [s1]                 | [r1,r2,s1,s2]       
1440  | [ 0, 0,14, 7, 0, 0, 0]         | [e2]                 | [e2]                
1441  | [0,0,0,0,0,0,0]                | [a1]                 | [s1,s2]             
1442  | [0,0,0,1,0,0,0]                | [b1,b2]              | [a1,a2]             
1443  | [ 0, 0, 2, 3,32, 3, 0]         | [f2,f3]              | [f2,f3]             
1444  | [0,0,0,0,0,0,0]                | [a1]                 | [s2]                
1445  | [ 0, 0,19, 5, 3, 0, 1]         | [e2]                 | [e2]                
1446  | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
1447  | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2]             
1448  | [ 0, 0, 4, 4,14, 7, 0]         | [f2]                 | [f2]                
1449  | [ 0, 0,17,37, 0, 0, 0]         | [e2]                 | [e2,e3]             
1450  | [0,0,0,0,2,0,0]                | [s1]                 | [a1,a2,b1,b2]       
1451  | [0,0,0,0,0,0,0]                | [a1]                 | [a2]                
1452  | [1,1,0,0,3,0,0]                | [r1,r2,s1,s2]        | [a2]                
1453  | [ 0, 0, 2, 2,29, 3, 0]         | [f2,f3]              | [f2,f3]             
1454  | [0,0,1,0,2,0,0]                | [s1]                 | [s1]                
1455  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
1456  | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
1457  | [  0,  0,  0,  0,226,  0,  0]  | [f3]                 | [f3]                
1458  | [ 0, 0, 2, 2,16, 8, 0]         | [f2]                 | [f2]                
1459  | [1,0,1,0,4,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
1460  | [0,0,0,1,1,0,0]                | [b1,b2]              | [a1,a2]             
1461  | [  0,  1, 86,109, 63, 17,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1462  | [0,0,0,1,1,0,0]                | [b1,b2]              | [a1]                
1463  | [ 0, 0, 0, 2,30, 3, 0]         | [f2,f3]              | [f2,f3]             
1464  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r1,r2]             
1465  | [0,0,0,0,2,0,0]                | [s1]                 | [b2]                
1466  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [s2]                
1467  | [ 0, 0, 3, 6,13, 9, 0]         | [f2]                 | [f2]                
1468  | [0,0,0,0,2,0,0]                | [s1]                 | [a1,a2]             
1469  | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
1470  | [0,0,0,1,0,0,0]                | [b1,b2]              | [r1]                
1471  | [ 0, 0, 0, 5,13, 8, 0]         | [f2]                 | [f2]                
1472  | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
1473  | [  0,  0,  0,  0,224,  3,  0]  | [f3]                 | [f3]                
1474  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1475  | [0,0,0,2,0,0,0]                | [b1]                 | [a1,a2]             
1476  | [0,0,1,0,2,0,0]                | [s1]                 | [s1]                
1477  | [0,0,2,0,5,0,0]                | [r1,r2,s1,s2]        | [r1,r2]             
1478  | [0,0,0,0,1,0,0]                | [a1]                 | [a2]                
1479  | [0,1,0,2,1,0,0]                | [b1]                 | [b1]                
1480  | [  1,  1,217,748,  3,  0,  0]  | [e3]                 | [e3]                
1481  | [0,0,0,0,2,0,0]                | [s1]                 | [a1]                
1482  | [0,0,0,1,1,0,0]                | [b1,b2]              | [a1]                
1483  | [0,0,0,1,1,0,0]                | [b1,b2]              | [s1]                
1484  | [  0,  0,  0,  0,225,  4,  0]  | [f3]                 | [f3]                
1485  | [0,1,0,0,1,0,0]                | [b2]                 | [s1]                
1486  | [0,0,0,1,1,0,0]                | [b1,b2]              | [s1]                
1487  | [0,0,0,0,2,0,0]                | [s1]                 | [r1,r2]             
1488  | [  0,  0, 84,107, 64, 16,  1]  | [f2,f3]              | [e1,e2,f1,f2]       
1489  | [ 0, 0,18, 6, 0, 0, 0]         | [e2]                 | [e2]                
1490  | [0,0,0,1,0,0,0]                | [b1,b2]              | [s1]                
1491  | [0,0,0,1,0,0,0]                | [b1,b2]              | [a1,a2]             
1492  | [  0,  1,218,749,  2,  1,  0]  | [e3]                 | [e3]                
1493  | [0,0,0,0,0,0,0]                | [a1]                 | [s2]                
1494  | [ 0, 0,19,33, 2, 0, 0]         | [e2]                 | [e2,e3]             
1495  | [0,0,0,0,2,0,0]                | [s1]                 | [a1]                
1496  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b1]                
1497  | [  0,  0,  0,  0,225,  1,  0]  | [f3]                 | [f3]                
1498  | [0,0,1,0,2,0,0]                | [s1]                 | [r1]                
1499  | [ 0, 0, 1, 2,10, 7, 0]         | [f2]                 | [f2]                
1500  | [  0,  0, 82,108, 60, 16,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1501  | [0,1,0,1,0,0,0]                | [b2]                 | [r1,r2]             
1502  | [0,0,0,0,2,0,0]                | [s1]                 | [b1,b2]             
1503  | [0,0,0,0,4,0,0]                | [r1,r2,s1,s2]        | [r2]                
1504  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b2]                
1505  | [0,0,0,1,0,0,0]                | [b1,b2]              | [s1,s2]             
1506  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1507  | [0,0,0,0,2,0,0]                | [s1]                 | [s2]                
1508  | [  0,  0,  0,  1,220,  5,  0]  | [f3]                 | [f3]                
1509  | [0,0,0,0,0,0,0]                | [a1]                 | [r2]                
1510  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b2]                
1511  | [0,0,0,1,1,0,0]                | [b1,b2]              | [a1]                
1512  | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
1513  | [0,0,0,0,1,0,0]                | [a1]                 | [r2]                
1514  | [0,0,0,0,0,0,0]                | [a1]                 | [b2]                
1515  | [0,0,0,0,0,0,0]                | [a1]                 | [b1,b2]             
1516  | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1517  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [r2]                
1518  | [ 0, 0,18,35, 1, 0, 0]         | [e2]                 | [e2,e3]             
1519  | [0,0,1,3,3,0,0]                | [r1,r2,s1,s2]        | [a2]                
1520  | [0,0,0,0,2,0,0]                | [s1]                 | [a1,a2]             
1521  | [0,0,0,0,2,0,0]                | [s1]                 | [s1,s2]             
1522  | [ 0, 0, 0, 6,30, 7, 0]         | [f2,f3]              | [f2,f3]             
1523  | [0,0,0,0,4,0,0]                | [r1,r2,s1,s2]        | [s1,s2]             
1524  | [0,1,0,1,1,0,0]                | [b2]                 | [a2]                
1525  | [0,0,0,1,3,0,0]                | [r1,r2,s1,s2]        | [s2]                
1526  | [  0,  0, 84,107, 63, 15,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1527  | [0,0,0,1,1,0,1]                | [b1,b2]              | [r1]                
1528  | [0,0,0,0,1,0,0]                | [a1]                 | [r2]                
1529  | [0,0,0,2,0,0,0]                | [b1]                 | [s1]                
1530  | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
1531  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r2]                
1532  | [ 0, 0, 0, 1,30, 3, 0]         | [f2,f3]              | [f2,f3]             
1533  | [0,0,0,0,2,0,0]                | [s1]                 | [a1]                
1534  | [0,1,0,0,1,0,0]                | [b2]                 | [b2]                
1535  | [0,0,0,0,2,0,0]                | [s1]                 | [s1]                
1536  | [  0,  0,  0,  0,223,  3,  0]  | [f3]                 | [f3]                
1537  | [  0,  0, 84,107, 63, 13,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1538  | [ 0, 0,18, 6, 1, 0, 0]         | [e2]                 | [e2]                
1539  | [0,0,1,2,3,0,0]                | [r1,r2,s1,s2]        | [a1]                
1540  | [0,0,0,2,0,1,0]                | [b1]                 | [s2]                
1541  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1542  | [ 0, 0,21,31, 1, 0, 0]         | [e2]                 | [e2,e3]             
1543  | [  0,  3,218,751,  2,  1,  0]  | [e3]                 | [e3]                
1544  | [ 0, 0,14, 8, 0, 0, 0]         | [e2]                 | [e2]                
1545  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r2]                
1546  | [0,0,0,1,3,0,0]                | [r1,r2,s1,s2]        | [s2]                
1547  | [ 0, 0, 2, 1,30, 1, 0]         | [f2,f3]              | [f2,f3]             
1548  | [0,0,0,1,0,0,0]                | [b1,b2]              | [a1,a2,b1,b2]       
1549  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b2]                
1550  | [2,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r1,r2]             
1551  | [0,0,0,2,1,0,0]                | [b1]                 | [b1]                
1552  | [  1,  0, 85,106, 64, 15,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1553  | [ 0, 0,20, 8, 2, 0, 0]         | [e2]                 | [e2]                
1554  | [ 0, 1, 0, 4,11, 9, 0]         | [f2]                 | [f2]                
1555  | [0,1,0,0,1,0,0]                | [b2]                 | [b1,b2]             
1556  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
1557  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
1558  | [0,0,0,1,0,0,0]                | [b1,b2]              | [a1,a2,b1,b2]       
1559  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r2]                
1560  | [0,0,0,0,1,0,0]                | [a1]                 | [a2]                
1561  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1562  | [0,1,0,0,0,0,0]                | [b2]                 | [a1,a2,b1,b2]       
1563  | [ 0, 0,20, 4, 2, 0, 0]         | [e2]                 | [e2]                
1564  | [0,0,0,0,0,0,0]                | [a1]                 | [b2]                
1565  | [  0,  0,  0,  0,222,  5,  0]  | [f3]                 | [f3]                
1566  | [ 0, 0,16,33, 0, 0, 0]         | [e2]                 | [e2,e3]             
1567  | [0,0,0,2,0,0,0]                | [b1]                 | [r2]                
1568  | [0,1,0,0,0,0,0]                | [b2]                 | [r1,r2,s1,s2]       
1569  | [ 0, 0,18, 7, 1, 0, 0]         | [e2]                 | [e2]                
1570  | [0,1,0,1,2,0,0]                | [r1,r2,s1,s2]        | [b1,b2]             
1571  | [0,0,0,2,0,0,1]                | [b1]                 | [b1]                
1572  | [0,0,0,0,2,0,0]                | [s1]                 | [s1]                
1573  | [0,0,0,2,1,0,0]                | [b1]                 | [b1]                
1574  | [2,1,3,0,5,0,3]                | [r1,r2,s1,s2]        | [a2]                
1575  | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
1576  | [ 0, 0,17,30, 0, 0, 0]         | [e2]                 | [e2,e3]             
1577  | [ 0, 0, 1, 2,32, 4, 0]         | [f2,f3]              | [f2,f3]             
1578  | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2]             
1579  | [0,0,0,0,1,0,0]                | [a1]                 | [r1]                
1580  | [  0,  1, 82,109, 58, 17,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1581  | [ 0, 0, 1, 1,13, 4, 0]         | [f2]                 | [f2]                
1582  | [0,0,0,2,0,0,0]                | [b1]                 | [b2]                
1583  | [0,0,0,1,0,0,0]                | [b1,b2]              | [a2]                
1584  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1585  | [  0,  0, 83,108, 61, 19,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1586  | [0,0,0,0,1,0,0]                | [a1]                 | [s1]                
