Input | IR Sensor Values                    | Predicted                                          | Actual                                            
1974  | 0,0,0,0,0,0,0                       |                                                    | b1, b2                                            
1975  | 0,0,0,0,0,0,0                       |                                                    | r1                                                
1976  | 0,0,0,1,0,0,0                       |                                                    | a1, a2, b1, b2                                    
1977  | 0,0,0,0,3,0,0                       |                                                    | r1                                                
1978  | 3,13,19,26,14,7,4                   | c3                                                 | c3                                                
1979  | 0,1,0,1,3,0,0                       |                                                    | r1, r2, s1, s2                                    
1980  | 0,0,2,0,32,1,0                      | f2, f3                                             | f2, f3                                            
1981  | 0,0,0,2,0,0,0                       |                                                    | b2                                                
1982  | 0,0,1,1,3,0,0                       |                                                    | a2                                                
1983  | 0,0,1,2,1,0,0                       |                                                    | b2                                                
1984  | 0,1,0,0,1,0,0                       |                                                    | b2                                                
1985  | 0,0,80,107,60,17,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
1986  | 0,0,0,0,1,0,0                       |                                                    | s1                                                
1987  | 0,0,1,0,2,0,0                       |                                                    | r1, r2                                            
1988  | 0,0,0,2,0,0,0                       |                                                    | b2                                                
1989  | 0,0,0,0,0,0,0                       |                                                    | a1                                                
1990  | 0,0,0,0,4,0,0                       |                                                    | s2                                                
1991  | 0,0,0,0,0,0,0                       |                                                    | r1                                                
1992  | 0,0,0,0,2,0,0                       |                                                    | s2                                                
1993  | 0,0,0,0,225,1,0                     | f3                                                 | f3                                                
1994  | 0,0,0,1,0,0,0                       |                                                    | s2                                                
1995  | 0,0,0,0,1,0,0                       |                                                    | b1, b2                                            
1996  | 0,2,218,746,3,0,0                   | e3                                                 | e3                                                
1997  | 0,0,0,5,10,9,0                      | f2                                                 | f2                                                
1998  | 0,0,0,0,0,0,0                       |                                                    | s1                                                
1999  | 0,0,0,0,0,0,0                       |                                                    | a1                                                
2000  | 0,0,0,0,2,0,0                       |                                                    | r1, r2, s1, s2                                    
2001  | 2,9,14,17,15,3,4                    |                                                    | c2                                                
2002  | 0,0,0,0,0,0,0                       |                                                    | s1                                                
2003  | 0,1,1,0,4,0,2                       |                                                    | a2                                                
2004  | 0,0,0,0,226,1,0                     | f3                                                 | f3                                                
2005  | 0,0,0,1,0,0,0                       |                                                    | s2                                                
2006  | 0,0,0,2,2,0,0                       |                                                    | a1, a2, b1, b2                                    
2007  | 0,1,0,1,0,0,0                       |                                                    | b1, b2                                            
2008  | 0,0,0,2,1,0,0                       |                                                    | b1, b2                                            
2009  | 4,13,18,22,13,5,6                   | c2, c3                                             | c2, g3                                            
2010  | 1,0,0,0,4,0,0                       |                                                    | r1, r2, s1, s2                                    
2011  | 0,0,19,8,3,0,0                      | e3                                                 | e3                                                
2012  | 0,0,0,0,0,0,0                       |                                                    | r2                                                
2013  | 4,5,13,13,12,0,5                    | g3                                                 | g3                                                
2014  | 1,10,10,14,8,4,2                    | g3                                                 | g3                                                
2015  | 0,1,82,107,59,15,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
2016  | 0,0,3,3,16,9,0                      | f2                                                 | f2                                                
2017  | 5,13,19,21,16,6,6                   | c2                                                 | c2                                                
2018  | 0,0,0,0,1,0,0                       |                                                    | s1, s2                                            
2019  | 3,13,13,19,10,2,5                   | c2, g3                                             | c2                                                
2020  | 0,0,0,0,1,0,0                       |                                                    | b2                                                
2021  | 0,1,0,2,1,0,0                       |                                                    | a1                                                
2022  | 0,0,0,0,0,0,0                       |                                                    | a1, a2, b1, b2                                    
2023  | 0,0,19,3,4,0,2                      | e3                                                 | e3                                                
2024  | 0,0,85,105,63,14,1                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
2025  | 0,0,0,1,4,0,0                       |                                                    | r1, r2, s1, s2                                    
2026  | 0,0,84,106,63,13,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
2027  | 0,0,0,1,1,0,0                       |                                                    | b1                                                
2028  | 0,0,0,0,225,5,0                     | f3                                                 | f3                                                
2029  | 0,0,0,1,0,0,0                       |                                                    | b1                                                
2030  | 3,0,3,2,2,0,2                       | a2                                                 | a1                                                
2031  | 0,0,0,2,0,0,0                       |                                                    | b2                                                
2032  | 0,0,0,1,222,6,0                     | f3                                                 | f3                                                
2033  | 0,0,0,2,223,6,0                     | f3                                                 | f3                                                
2034  | 0,0,0,0,4,0,0                       |                                                    | s2                                                
2035  | 1,0,1,0,3,0,0                       |                                                    | r1, r2, s1, s2                                    
2036  | 5,11,15,22,12,4,4                   | c2, g3                                             | c2, g3                                            
2037  | 5,11,15,19,11,4,5                   | c2                                                 | c2                                                
2038  | 0,0,0,0,1,0,0                       |                                                    | a1                                                
2039  | 0,1,1,1,1,0,2                       |                                                    | b1                                                
2040  | 0,0,0,3,2,0,0                       |                                                    | b1                                                
2041  | 0,0,2,5,31,2,0                      | f2, f3                                             | f2, f3                                            
2042  | 0,0,14,32,0,0,0                     | e3                                                 | e3                                                
2043  | 1,0,3,6,34,3,0                      | f2, f3                                             | f2, f3                                            
2044  | 0,2,215,749,0,0,0                   | e3                                                 | e3                                                
2045  | 5,6,14,15,12,2,6                    | g3                                                 | g3                                                
2046  | 0,1,20,7,3,0,0                      | e3                                                 | e3                                                
2047  | 2,4,12,12,12,0,5                    | g3                                                 | g3                                                
2048  | 0,0,0,4,13,5,0                      | f2                                                 | f2                                                
2049  | 0,0,0,0,0,0,0                       |                                                    | a2                                                
2050  | 0,1,0,0,0,0,0                       |                                                    | b1                                                
2051  | 0,0,0,0,0,0,0                       |                                                    | b1, b2                                            
2052  | 5,13,14,20,11,3,6                   | c2, g3                                             | c2, g3                                            
2053  | 5,9,15,14,15,3,7                    | g3                                                 | g3                                                
2054  | 0,1,0,0,2,0,0                       |                                                    | b2                                                
2055  | 0,0,0,0,0,0,0                       |                                                    | r1                                                
2056  | 5,10,16,18,14,6,4                   | c2                                                 | c2                                                
2057  | 0,0,219,749,3,1,0                   | e3                                                 | e3                                                
2058  | 0,0,0,1,1,0,0                       |                                                    | a1                                                
2059  | 0,1,0,1,2,0,0                       |                                                    | b1                                                
2060  | 0,0,0,0,1,0,0                       |                                                    | r2                                                
2061  | 0,0,0,2,0,0,0                       |                                                    | r1                                                
2062  | 0,0,0,0,220,5,0                     | f3                                                 | f3                                                
2063  | 0,0,0,0,1,0,0                       |                                                    | b2                                                
2064  | 0,0,0,1,2,0,0                       |                                                    | r1, r2, s1, s2                                    
2065  | 0,1,0,2,2,0,0                       |                                                    | a2                                                
2066  | 0,0,0,0,3,0,0                       |                                                    | r1, r2, s1, s2                                    
2067  | 0,0,0,0,0,0,0                       |                                                    | a1, a2                                            
2068  | 0,0,16,34,0,0,0                     | e3                                                 | e3                                                
2069  | 0,0,0,1,0,0,0                       |                                                    | b1, b2                                            
2070  | 0,0,0,1,1,0,0                       |                                                    | a2                                                
2071  | 6,13,19,23,14,6,4                   | c3                                                 | c3                                                
2072  | 0,0,16,34,0,0,0                     | e3                                                 | e3                                                
2073  | 0,0,0,0,1,0,0                       |                                                    | b1, b2                                            
2074  | 0,0,3,5,33,4,0                      | f2, f3                                             | f2, f3                                            
2075  | 0,0,0,0,0,0,0                       |                                                    | a1, a2                                            
2076  | 0,1,213,748,0,0,0                   | e3                                                 | e3                                                
2077  | 0,0,0,0,2,0,0                       |                                                    | r1, r2, s1, s2                                    
2078  | 0,1,85,108,61,16,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
2079  | 0,0,2,1,4,1,0                       |                                                    | a2                                                
2080  | 0,0,217,749,2,0,0                   | e3                                                 | e3                                                
2081  | 0,1,0,0,2,0,0                       |                                                    | a1, a2                                            
2082  | 0,0,1,3,1,0,0                       |                                                    | b1                                                
2083  | 1,0,2,3,15,8,0                      | f2                                                 | f2                                                
2084  | 0,0,0,0,3,0,0                       |                                                    | r1, r2                                            
2085  | 0,0,0,1,225,4,0                     | f3                                                 | f3                                                
2086  | 0,0,18,7,2,0,0                      | e3                                                 | e3                                                
2087  | 0,0,0,0,224,3,0                     | f3                                                 | f3                                                
2088  | 0,0,18,2,3,0,0                      | e3                                                 | e3                                                
2089  | 1,0,0,3,2,0,0                       |                                                    | b1                                                
2090  | 0,0,0,0,1,0,0                       |                                                    | r1, r2                                            
2091  | 0,0,0,0,0,0,0                       |                                                    | a1, a2, b1, b2                                    
2092  | 0,0,0,2,0,1,0                       |                                                    | r2                                                
2093  | 0,0,0,1,2,0,0                       |                                                    | r1, r2, s1, s2                                    
2094  | 0,0,0,0,2,0,0                       |                                                    | r1, r2                                            
2095  | 0,0,0,1,2,1,0                       |                                                    | r1, r2, s1, s2                                    
2096  | 0,0,0,0,222,5,0                     | f3                                                 | f3                                                
2097  | 1,0,220,748,2,0,0                   | e3                                                 | e3                                                
2098  | 0,0,0,0,3,0,0                       |                                                    | a2                                                
2099  | 0,1,0,1,1,0,0                       |                                                    | a1, a2, b1, b2                                    
2100  | 0,1,0,0,0,0,0                       |                                                    | b2                                                
2101  | 0,0,1,0,1,0,0                       |                                                    | a1, a2, b1, b2                                    
2102  | 0,0,0,0,2,0,0                       |                                                    | r1, r2, s1, s2                                    
2103  | 0,0,0,1,0,0,0                       |                                                    | b2                                                
2104  | 0,1,0,2,0,0,0                       |                                                    | s2                                                
2105  | 0,0,3,7,14,10,0                     | f2                                                 | f2                                                
2106  | 0,0,82,106,60,16,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
2107  | 0,0,0,0,0,0,0                       |                                                    | s1, s2                                            
2108  | 0,0,0,0,0,0,0                       |                                                    | a1                                                
2109  | 0,0,0,1,2,0,0                       |                                                    | b1                                                
2110  | 4,13,14,20,13,3,5                   | c2, g3                                             | c2, g3                                            
2111  | 0,0,213,749,0,0,0                   | e3                                                 | e3                                                
2112  | 0,2,0,2,3,0,0                       |                                                    | a2                                                
2113  | 0,0,16,7,0,0,0                      | e3                                                 | e3                                                
2114  | 0,0,0,1,0,0,0                       |                                                    | r1                                                
2115  | 0,0,0,2,0,0,0                       |                                                    | b2                                                
2116  | 0,0,0,0,0,0,0                       |                                                    | r1                                                
2117  | 0,0,3,6,33,6,0                      | f2, f3                                             | f2, f3                                            
2118  | 0,0,0,0,3,0,0                       |                                                    | s2                                                
2119  | 0,0,19,5,2,0,0                      | e3                                                 | e3                                                
2120  | 0,0,0,1,225,5,0                     | f3                                                 | f3                                                
2121  | 0,0,18,32,1,0,0                     | e3                                                 | e3                                                
2122  | 0,1,0,1,0,0,0                       |                                                    | r1, r2, s1, s2                                    
2123  | 0,0,2,0,3,0,0                       |                                                    | s1, s2                                            
2124  | 0,0,0,1,2,0,0                       |                                                    | b1                                                
2125  | 5,13,20,20,18,5,6                   | c2                                                 | c2                                                
2126  | 0,0,0,0,0,0,0                       |                                                    | s1                                                
2127  | 0,0,0,1,0,0,0                       |                                                    | a1, a2, b1, b2                                    
2128  | 0,0,0,0,1,0,0                       |                                                    | s1, s2                                            
2129  | 0,0,82,109,61,18,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
2130  | 0,0,2,2,2,0,0                       |                                                    | b1, b2                                            
2131  | 0,0,0,0,1,0,0                       |                                                    | r1, r2, s1, s2                                    
2132  | 0,0,14,7,0,0,0                      | e3                                                 | e3                                                
2133  | 1,0,1,0,226,5,0                     | f3                                                 | f3                                                
2134  | 1,0,84,106,63,17,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
2135  | 1,9,8,14,7,4,1                      | g3                                                 | g3                                                
2136  | 0,0,82,104,60,14,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
2137  | 0,0,0,1,0,0,0                       |                                                    | r2                                                
2138  | 0,0,18,4,2,0,0                      | e3                                                 | e3                                                
2139  | 0,0,1,2,2,0,0                       |                                                    | b1                                                
2140  | 0,1,0,2,1,0,0                       |                                                    | b1                                                
2141  | 0,0,0,0,0,0,0                       |                                                    | a1, a2, b1, b2                                    
2142  | 0,0,0,0,0,0,0                       |                                                    | s1                                                
2143  | 0,0,0,0,0,0,0                       |                                                    | b1, b2                                            
2144  | 0,0,0,0,0,0,0                       |                                                    | a1                                                
2145  | 0,0,0,2,0,0,0                       |                                                    | r1, r2                                            
2146  | 0,9,8,13,9,4,1                      | g3                                                 | g3                                                
2147  | 0,0,0,0,3,0,0                       |                                                    | a1                                                
2148  | 2,13,12,25,9,7,0                    | c3                                                 | c3                                                
2149  | 0,0,0,8,11,9,0                      | f2                                                 | f2                                                
2150  | 0,0,0,0,2,0,0                       |                                                    | s2                                                
2151  | 0,0,0,0,2,0,0                       |                                                    | b2                                                
2152  | 0,0,4,0,15,6,0                      | f2                                                 | f2                                                
2153  | 0,0,0,0,2,0,0                       |                                                    | a2                                                
2154  | 0,0,0,0,2,0,0                       |                                                    | a1, a2                                            
2155  | 6,12,16,20,15,7,6                   | c2                                                 | c2                                                
2156  | 0,1,0,2,1,0,0                       |                                                    | b2                                                
2157  | 0,0,0,2,0,0,0                       |                                                    | b2                                                
2158  | 0,0,1,6,32,5,0                      | f2, f3                                             | f2, f3                                            
2159  | 0,0,14,5,0,0,0                      | e3                                                 | e3                                                
2160  | 0,0,17,8,1,2,0                      | e3                                                 | e3                                                
2161  | 0,0,0,0,2,0,0                       |                                                    | s1, s2                                            
2162  | 0,2,0,0,0,0,0                       |                                                    | b2                                                
2163  | 0,0,0,0,0,0,0                       |                                                    | a1                                                
2164  | 0,1,0,2,1,1,0                       |                                                    | a1                                                
2165  | 0,0,0,5,32,4,0                      | f2, f3                                             | f2, f3                                            
2166  | 4,12,14,21,12,3,5                   | c2, g3                                             | c2, g3                                            
2167  | 0,0,0,3,1,1,0                       |                                                    | r1, r2, s1, s2                                    
2168  | 0,0,0,0,4,0,0                       |                                                    | s2                                                
2169  | 1,0,19,31,2,0,0                     | e3                                                 | e3                                                
2170  | 0,0,85,107,62,17,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
2171  | 0,0,0,0,0,0,0                       |                                                    | b1                                                
2172  | 1,0,0,0,3,0,0                       |                                                    | r2                                                
2173  | 0,0,14,8,0,0,0                      | e3                                                 | e3                                                
2174  | 0,0,0,1,3,0,1                       |                                                    | r1, r2                                            
2175  | 0,0,0,3,30,3,0                      | f2, f3                                             | f2, f3                                            
2176  | 0,0,0,0,1,0,0                       |                                                    | a1, a2                                            
2177  | 1,12,14,19,10,5,3                   | c2                                                 | c2                                                
2178  | 0,1,3,6,14,10,0                     | f2                                                 | f2                                                
2179  | 0,0,0,0,4,0,0                       |                                                    | s1, s2                                            
2180  | 0,1,0,1,0,1,0                       |                                                    | s2                                                
2181  | 0,0,0,1,0,1,0                       |                                                    | s1, s2                                            
2182  | 0,0,0,3,226,7,0                     | f3                                                 | f3                                                
2183  | 0,0,0,0,226,1,0                     | f3                                                 | f3                                                
2184  | 0,0,0,1,3,0,0                       |                                                    | r1, r2                                            
2185  | 0,0,85,108,63,15,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
2186  | 0,0,0,1,2,0,0                       |                                                    | r1, r2, s1, s2                                    
2187  | 0,0,0,2,0,0,0                       |                                                    | r1, r2, s1, s2                                    
2188  | 0,0,0,0,0,0,0                       |                                                    | a1, a2, b1, b2                                    
2189  | 5,6,12,12,12,0,5                    | g3                                                 | g3                                                
2190  | 0,0,82,110,60,18,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
2191  | 0,0,17,34,0,1,0                     | e3                                                 | e3                                                
2192  | 0,0,0,1,2,0,0                       |                                                    | s2                                                
2193  | 6,14,19,25,14,6,7                   | c3                                                 | c3                                                
2194  | 0,0,0,1,3,0,0                       |                                                    | s1                                                
2195  | 0,0,0,0,1,0,0                       |                                                    | r1                                                
2196  | 0,1,0,2,2,0,0                       |                                                    | b1                                                
2197  | 0,0,2,1,1,0,0                       |                                                    | a1                                                
2198  | 0,0,0,0,0,0,0                       |                                                    | s1                                                
2199  | 4,14,13,19,12,3,4                   | c2, g3                                             | c2, g3                                            
2200  | 0,0,0,0,0,0,0                       |                                                    | r1                                                
2201  | 0,0,0,0,0,0,0                       |                                                    | b2                                                
2202  | 0,0,0,0,0,0,0                       |                                                    | r1                                                
2203  | 0,0,0,0,2,0,0                       |                                                    | s1                                                
2204  | 0,0,0,0,0,0,0                       |                                                    | a1, a2, b1, b2                                    
2205  | 0,2,0,2,2,0,0                       |                                                    | b2                                                
2206  | 5,14,15,20,11,4,5                   | c2, g3                                             | c2, g3                                            
2207  | 0,0,0,1,0,0,0                       |                                                    | s1, s2                                            
2208  | 0,1,83,107,63,16,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
2209  | 1,0,2,0,33,0,0                      | f2, f3                                             | f2, f3                                            
2210  | 0,0,0,1,1,1,0                       |                                                    | r1, r2, s1, s2                                    
2211  | 0,0,0,0,224,3,0                     | f3                                                 | f3                                                
2212  | 0,0,0,2,0,1,0                       |                                                    | s2                                                
2213  | 0,0,0,0,1,0,0                       |                                                    | a1                                                
2214  | 0,0,82,108,62,16,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
2215  | 0,0,0,0,3,0,0                       |                                                    | r2                                                
2216  | 0,0,2,2,13,7,0                      | f2                                                 | f2                                                
2217  | 0,0,83,105,63,14,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
2218  | 0,0,0,0,0,0,0                       |                                                    | a1, a2                                            
2219  | 0,1,0,2,1,0,0                       |                                                    | b2                                                
2220  | 0,0,0,0,0,0,0                       |                                                    | s2                                                
2221  | 0,0,0,2,0,1,0                       |                                                    | b1, b2                                            
2222  | 0,7,9,14,7,1,0                      | g3                                                 | g3                                                
2223  | 0,0,0,0,0,0,0                       |                                                    | r2                                                
2224  | 0,1,0,0,2,0,0                       |                                                    | s2                                                
2225  | 0,1,0,1,0,0,0                       |                                                    | s1, s2                                            
2226  | 0,0,0,3,0,0,0                       |                                                    | b1                                                
2227  | 0,0,0,0,2,0,0                       |                                                    | r1, r2                                            
2228  | 4,12,15,19,13,3,4                   | c2, g3                                             | c2, g3                                            
2229  | 6,14,12,21,12,3,5                   | c2, g3                                             | c2, g3                                            
2230  | 0,1,84,106,61,17,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
2231  | 0,3,218,750,2,3,0                   | e3                                                 | e3                                                
2232  | 0,0,1,1,1,0,0                       |                                                    | a1                                                
2233  | 1,15,17,26,11,7,2                   | c3                                                 | c3                                                
2234  | 0,0,1,5,33,6,0                      | f2, f3                                             | f2, f3                                            
2235  | 0,0,4,0,4,0,2                       |                                                    | a2                                                
2236  | 0,0,0,0,3,0,0                       |                                                    | r1, r2, s1, s2                                    
2237  | 0,0,0,1,0,0,0                       |                                                    | a1, a2                                            
2238  | 0,0,0,4,15,7,0                      | f2                                                 | f2                                                
2239  | 2,0,3,2,5,0,3                       |                                                    | a2                                                
2240  | 0,1,0,0,0,0,0                       |                                                    | b1, b2                                            
2241  | 0,0,0,0,1,0,0                       |                                                    | r1, r2                                            
2242  | 0,0,0,2,2,0,0                       |                                                    | b1                                                
2243  | 0,2,217,747,3,0,0                   | e3                                                 | e3                                                
2244  | 0,0,0,0,3,0,0                       |                                                    | r2                                                
2245  | 0,0,0,0,2,0,0                       |                                                    | a1, a2                                            
2246  | 0,0,0,2,1,0,0                       |                                                    | b1, b2                                            
2247  | 0,1,0,0,2,0,0                       |                                                    | b1                                                
2248  | 0,0,0,0,0,0,0                       |                                                    | s1                                                
2249  | 0,0,0,0,2,0,1                       |                                                    | a1, a2                                            
2250  | 0,0,0,1,3,0,1                       |                                                    | s2                                                
2251  | 1,0,0,1,1,0,0                       |                                                    | a2                                                
2252  | 0,1,0,0,2,0,0                       |                                                    | b2                                                
2253  | 0,0,0,1,0,0,0                       |                                                    | s2                                                
2254  | 0,0,0,2,0,0,0                       |                                                    | a1, a2, b1, b2                                    
2255  | 0,0,0,0,2,0,0                       |                                                    | a1, a2                                            
2256  | 0,1,218,749,3,1,0                   | e3                                                 | e3                                                
2257  | 0,1,83,108,60,18,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
2258  | 0,0,0,0,1,0,0                       |                                                    | a1, a2                                            
2259  | 0,0,0,0,0,0,0                       |                                                    | b1, b2                                            
2260  | 5,13,16,19,13,4,7                   | c2                                                 | c2                                                
2261  | 0,0,1,8,13,11,0                     | f2                                                 | f2                                                
2262  | 0,1,216,748,0,0,0                   | e3                                                 | e3                                                
2263  | 4,13,16,20,12,3,6                   | c2, g3                                             | c2, g3                                            
2264  | 0,0,14,32,0,0,0                     | e3                                                 | e3                                                
2265  | 0,0,0,1,0,0,0                       |                                                    | b1, b2                                            
2266  | 0,0,17,6,3,0,0                      | e3                                                 | e3                                                
2267  | 0,0,0,0,0,0,0                       |                                                    | b2                                                
2268  | 2,5,13,10,12,0,4                    | g3                                                 | g3                                                
2269  | 0,0,1,0,226,4,0                     | f3                                                 | f3                                                
2270  | 0,0,0,0,0,0,0                       |                                                    | r2                                                
2271  | 0,0,0,1,221,5,0                     | f3                                                 | f3                                                
2272  | 0,0,0,0,1,0,0                       |                                                    | r1                                                
2273  | 5,11,14,21,13,3,5                   | c2, g3                                             | c2, g3                                            
